"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","LF","MEN","THND_PER","A","1960",2791,
"PRT","LF","MEN","THND_PER","A","1974",2259,
"PRT","LF","MEN","THND_PER","A","1975",2378,
"PRT","LF","MEN","THND_PER","A","1976",2481,
"PRT","LF","MEN","THND_PER","A","1977",2477,
"PRT","LF","MEN","THND_PER","A","1978",2475,
"PRT","LF","MEN","THND_PER","A","1979",2480,
"PRT","LF","MEN","THND_PER","A","1980",2542,
"PRT","LF","MEN","THND_PER","A","1981",2475,
"PRT","LF","MEN","THND_PER","A","1982",2483,"B"
"PRT","LF","MEN","THND_PER","A","1983",2619,
"PRT","LF","MEN","THND_PER","A","1984",2601,
"PRT","LF","MEN","THND_PER","A","1985",2574,
"PRT","LF","MEN","THND_PER","A","1986",2593,
"PRT","LF","MEN","THND_PER","A","1987",2585,
"PRT","LF","MEN","THND_PER","A","1988",2591,
"PRT","LF","MEN","THND_PER","A","1989",2626,
"PRT","LF","MEN","THND_PER","A","1990",2769,
"PRT","LF","MEN","THND_PER","A","1991",2655,"B"
"PRT","LF","MEN","THND_PER","A","1992",2599.3,
"PRT","LF","MEN","THND_PER","A","1993",2569.2,
"PRT","LF","MEN","THND_PER","A","1994",2592.3,
"PRT","LF","MEN","THND_PER","A","1995",2580.2,
"PRT","LF","MEN","THND_PER","A","1996",2591.5,
"PRT","LF","MEN","THND_PER","A","1997",2618,"B"
"PRT","LF","MEN","THND_PER","A","1998",2808.875,
"PRT","LF","MEN","THND_PER","A","1999",2826.25,
"PRT","LF","MEN","THND_PER","A","2000",2866.275,
"PRT","LF","MEN","THND_PER","A","2001",2907.575,
"PRT","LF","MEN","THND_PER","A","2002",2934.55,
"PRT","LF","MEN","THND_PER","A","2003",2921.5,
"PRT","LF","MEN","THND_PER","A","2004",2904.45,"B"
"PRT","LF","MEN","THND_PER","A","2005",2899.475,
"PRT","LF","MEN","THND_PER","A","2006",2914.775,
"PRT","LF","MEN","THND_PER","A","2007",2916.875,
"PRT","LF","MEN","THND_PER","A","2008",2913.625,
"PRT","LF","MEN","THND_PER","A","2009",2864.5,
"PRT","LF","MEN","THND_PER","A","2010",2846.6,"B"
"PRT","LF","MEN","THND_PER","A","2011",2836.575,
"PRT","LF","MEN","THND_PER","A","2012",2790.775,
"PRT","LF","MEN","THND_PER","A","2013",2723.45,
"PRT","LF","MEN","THND_PER","A","2014",2680,
"PRT","LF","MEN","THND_PER","A","2015",2656.3,
"PRT","LF","MEN","THND_PER","A","2016",2651.825,
"PRT","LF","MEN","THND_PER","A","2017",2665.525,
"PRT","LF","MEN","THND_PER","A","2018",2660.225,
"PRT","LF","MEN","THND_PER","A","2019",2657.475,
"PRT","LF","MEN","THND_PER","A","2020",2610.125,"B"
"USA","LF","TOT","THND_PER","Q","1955-Q1",63829.33,
"USA","LF","TOT","THND_PER","Q","1955-Q2",64475.67,
"USA","LF","TOT","THND_PER","Q","1955-Q3",65451.33,
"USA","LF","TOT","THND_PER","Q","1955-Q4",66101,
"USA","LF","TOT","THND_PER","Q","1956-Q1",66239.34,
"USA","LF","TOT","THND_PER","Q","1956-Q2",66562.66,
"USA","LF","TOT","THND_PER","Q","1956-Q3",66713,
"USA","LF","TOT","THND_PER","Q","1956-Q4",66634.34,
"USA","LF","TOT","THND_PER","Q","1957-Q1",66740,
"USA","LF","TOT","THND_PER","Q","1957-Q2",66798,
"USA","LF","TOT","THND_PER","Q","1957-Q3",67035.34,
"USA","LF","TOT","THND_PER","Q","1957-Q4",67195.66,
"USA","LF","TOT","THND_PER","Q","1958-Q1",67173,
"USA","LF","TOT","THND_PER","Q","1958-Q2",67738.66,
"USA","LF","TOT","THND_PER","Q","1958-Q3",67954.34,
"USA","LF","TOT","THND_PER","Q","1958-Q4",67814.34,
"USA","LF","TOT","THND_PER","Q","1959-Q1",67884.34,
"USA","LF","TOT","THND_PER","Q","1959-Q2",68265,
"USA","LF","TOT","THND_PER","Q","1959-Q3",68505.34,
"USA","LF","TOT","THND_PER","Q","1959-Q4",68782.66,
"USA","LF","TOT","THND_PER","Q","1960-Q1",68770,
"USA","LF","TOT","THND_PER","Q","1960-Q2",69713,
"USA","LF","TOT","THND_PER","Q","1960-Q3",69912.34,
"USA","LF","TOT","THND_PER","Q","1960-Q4",70239.34,
"USA","LF","TOT","THND_PER","Q","1961-Q1",70523.34,
"USA","LF","TOT","THND_PER","Q","1961-Q2",70532.34,
"USA","LF","TOT","THND_PER","Q","1961-Q3",70429,
"USA","LF","TOT","THND_PER","Q","1961-Q4",70315,
"USA","LF","TOT","THND_PER","Q","1962-Q1",70337.34,
"USA","LF","TOT","THND_PER","Q","1962-Q2",70447.66,
"USA","LF","TOT","THND_PER","Q","1962-Q3",70812,
"USA","LF","TOT","THND_PER","Q","1962-Q4",70880.66,
"USA","LF","TOT","THND_PER","Q","1963-Q1",71277,
"USA","LF","TOT","THND_PER","Q","1963-Q2",71718.34,
"USA","LF","TOT","THND_PER","Q","1963-Q3",71957.66,
"USA","LF","TOT","THND_PER","Q","1963-Q4",72295.66,
"USA","LF","TOT","THND_PER","Q","1964-Q1",72584,
"USA","LF","TOT","THND_PER","Q","1964-Q2",73233.66,
"USA","LF","TOT","THND_PER","Q","1964-Q3",73138.34,
"USA","LF","TOT","THND_PER","Q","1964-Q4",73353,
"USA","LF","TOT","THND_PER","Q","1965-Q1",73791.66,
"USA","LF","TOT","THND_PER","Q","1965-Q2",74368.66,
"USA","LF","TOT","THND_PER","Q","1965-Q3",74626.34,
"USA","LF","TOT","THND_PER","Q","1965-Q4",74909.34,
"USA","LF","TOT","THND_PER","Q","1966-Q1",75071.66,
"USA","LF","TOT","THND_PER","Q","1966-Q2",75477.34,
"USA","LF","TOT","THND_PER","Q","1966-Q3",75946,
"USA","LF","TOT","THND_PER","Q","1966-Q4",76483.34,
"USA","LF","TOT","THND_PER","Q","1967-Q1",76496,
"USA","LF","TOT","THND_PER","Q","1967-Q2",76940,
"USA","LF","TOT","THND_PER","Q","1967-Q3",77662.66,
"USA","LF","TOT","THND_PER","Q","1967-Q4",78292,
"USA","LF","TOT","THND_PER","Q","1968-Q1",78021.34,
"USA","LF","TOT","THND_PER","Q","1968-Q2",78745.66,
"USA","LF","TOT","THND_PER","Q","1968-Q3",78879.66,
"USA","LF","TOT","THND_PER","Q","1968-Q4",79195,
"USA","LF","TOT","THND_PER","Q","1969-Q1",79873.66,
"USA","LF","TOT","THND_PER","Q","1969-Q2",80367.34,
"USA","LF","TOT","THND_PER","Q","1969-Q3",81074.34,
"USA","LF","TOT","THND_PER","Q","1969-Q4",81505,
"USA","LF","TOT","THND_PER","Q","1970-Q1",82210,
"USA","LF","TOT","THND_PER","Q","1970-Q2",82564.66,
"USA","LF","TOT","THND_PER","Q","1970-Q3",82911.66,
"USA","LF","TOT","THND_PER","Q","1970-Q4",83498,
"USA","LF","TOT","THND_PER","Q","1971-Q1",83676,
"USA","LF","TOT","THND_PER","Q","1971-Q2",83929,
"USA","LF","TOT","THND_PER","Q","1971-Q3",84581.34,
"USA","LF","TOT","THND_PER","Q","1971-Q4",85318.34,
"USA","LF","TOT","THND_PER","Q","1972-Q1",86208.34,
"USA","LF","TOT","THND_PER","Q","1972-Q2",86809.66,
"USA","LF","TOT","THND_PER","Q","1972-Q3",87350.66,
"USA","LF","TOT","THND_PER","Q","1972-Q4",87675.34,
"USA","LF","TOT","THND_PER","Q","1973-Q1",88232.34,
"USA","LF","TOT","THND_PER","Q","1973-Q2",89181,
"USA","LF","TOT","THND_PER","Q","1973-Q3",89650.34,
"USA","LF","TOT","THND_PER","Q","1973-Q4",90579,
"USA","LF","TOT","THND_PER","Q","1974-Q1",91379,
"USA","LF","TOT","THND_PER","Q","1974-Q2",91583.66,
"USA","LF","TOT","THND_PER","Q","1974-Q3",92253,
"USA","LF","TOT","THND_PER","Q","1974-Q4",92688,
"USA","LF","TOT","THND_PER","Q","1975-Q1",93023,
"USA","LF","TOT","THND_PER","Q","1975-Q2",93619.34,
"USA","LF","TOT","THND_PER","Q","1975-Q3",94128.34,
"USA","LF","TOT","THND_PER","Q","1975-Q4",94308.66,
"USA","LF","TOT","THND_PER","Q","1976-Q1",95049,
"USA","LF","TOT","THND_PER","Q","1976-Q2",95826,
"USA","LF","TOT","THND_PER","Q","1976-Q3",96625.66,
"USA","LF","TOT","THND_PER","Q","1976-Q4",97102,
"USA","LF","TOT","THND_PER","Q","1977-Q1",97702.66,
"USA","LF","TOT","THND_PER","Q","1977-Q2",98696,
"USA","LF","TOT","THND_PER","Q","1977-Q3",99244,
"USA","LF","TOT","THND_PER","Q","1977-Q4",100294,
"USA","LF","TOT","THND_PER","Q","1978-Q1",100934,
"USA","LF","TOT","THND_PER","Q","1978-Q2",101947,
"USA","LF","TOT","THND_PER","Q","1978-Q3",102568.3,
"USA","LF","TOT","THND_PER","Q","1978-Q4",103483.7,
"USA","LF","TOT","THND_PER","Q","1979-Q1",104382.7,
"USA","LF","TOT","THND_PER","Q","1979-Q2",104327,
"USA","LF","TOT","THND_PER","Q","1979-Q3",105209.3,
"USA","LF","TOT","THND_PER","Q","1979-Q4",105923.3,
"USA","LF","TOT","THND_PER","Q","1980-Q1",106567,
"USA","LF","TOT","THND_PER","Q","1980-Q2",106766.7,
"USA","LF","TOT","THND_PER","Q","1980-Q3",107120.7,
"USA","LF","TOT","THND_PER","Q","1980-Q4",107441.7,
"USA","LF","TOT","THND_PER","Q","1981-Q1",108273.7,
"USA","LF","TOT","THND_PER","Q","1981-Q2",108847.7,
"USA","LF","TOT","THND_PER","Q","1981-Q3",108525,
"USA","LF","TOT","THND_PER","Q","1981-Q4",109057.3,
"USA","LF","TOT","THND_PER","Q","1982-Q1",109374.3,
"USA","LF","TOT","THND_PER","Q","1982-Q2",110117.3,
"USA","LF","TOT","THND_PER","Q","1982-Q3",110525.7,
"USA","LF","TOT","THND_PER","Q","1982-Q4",110959,
"USA","LF","TOT","THND_PER","Q","1983-Q1",110638.7,
"USA","LF","TOT","THND_PER","Q","1983-Q2",111167.7,
"USA","LF","TOT","THND_PER","Q","1983-Q3",112095,
"USA","LF","TOT","THND_PER","Q","1983-Q4",112160.3,
"USA","LF","TOT","THND_PER","Q","1984-Q1",112512.3,
"USA","LF","TOT","THND_PER","Q","1984-Q2",113521.3,
"USA","LF","TOT","THND_PER","Q","1984-Q3",113837,
"USA","LF","TOT","THND_PER","Q","1984-Q4",114256.7,
"USA","LF","TOT","THND_PER","Q","1985-Q1",114976.3,
"USA","LF","TOT","THND_PER","Q","1985-Q2",115176.7,
"USA","LF","TOT","THND_PER","Q","1985-Q3",115505.3,
"USA","LF","TOT","THND_PER","Q","1985-Q4",116211.3,
"USA","LF","TOT","THND_PER","Q","1986-Q1",116928,
"USA","LF","TOT","THND_PER","Q","1986-Q2",117642.7,
"USA","LF","TOT","THND_PER","Q","1986-Q3",118224.7,
"USA","LF","TOT","THND_PER","Q","1986-Q4",118587,
"USA","LF","TOT","THND_PER","Q","1987-Q1",119079,
"USA","LF","TOT","THND_PER","Q","1987-Q2",119662.7,
"USA","LF","TOT","THND_PER","Q","1987-Q3",120077,
"USA","LF","TOT","THND_PER","Q","1987-Q4",120592.7,
"USA","LF","TOT","THND_PER","Q","1988-Q1",121012.7,
"USA","LF","TOT","THND_PER","Q","1988-Q2",121265,
"USA","LF","TOT","THND_PER","Q","1988-Q3",121916.7,
"USA","LF","TOT","THND_PER","Q","1988-Q4",122488.3,
"USA","LF","TOT","THND_PER","Q","1989-Q1",123250.7,
"USA","LF","TOT","THND_PER","Q","1989-Q2",123678,
"USA","LF","TOT","THND_PER","Q","1989-Q3",124025.7,
"USA","LF","TOT","THND_PER","Q","1989-Q4",124448.3,
"USA","LF","TOT","THND_PER","Q","1990-Q1",125781.3,
"USA","LF","TOT","THND_PER","Q","1990-Q2",125705,
"USA","LF","TOT","THND_PER","Q","1990-Q3",125871.3,
"USA","LF","TOT","THND_PER","Q","1990-Q4",126069,
"USA","LF","TOT","THND_PER","Q","1991-Q1",126071,
"USA","LF","TOT","THND_PER","Q","1991-Q2",126351.7,
"USA","LF","TOT","THND_PER","Q","1991-Q3",126318,
"USA","LF","TOT","THND_PER","Q","1991-Q4",126669,
"USA","LF","TOT","THND_PER","Q","1992-Q1",127357.3,
"USA","LF","TOT","THND_PER","Q","1992-Q2",128139.7,
"USA","LF","TOT","THND_PER","Q","1992-Q3",128559,
"USA","LF","TOT","THND_PER","Q","1992-Q4",128340.3,
"USA","LF","TOT","THND_PER","Q","1993-Q1",128485.3,
"USA","LF","TOT","THND_PER","Q","1993-Q2",129086.3,
"USA","LF","TOT","THND_PER","Q","1993-Q3",129428,
"USA","LF","TOT","THND_PER","Q","1993-Q4",129741.7,
"USA","LF","TOT","THND_PER","Q","1994-Q1",130555,
"USA","LF","TOT","THND_PER","Q","1994-Q2",130653.7,
"USA","LF","TOT","THND_PER","Q","1994-Q3",131116,
"USA","LF","TOT","THND_PER","Q","1994-Q4",131862,
"USA","LF","TOT","THND_PER","Q","1995-Q1",132087,
"USA","LF","TOT","THND_PER","Q","1995-Q2",132130,
"USA","LF","TOT","THND_PER","Q","1995-Q3",132430,
"USA","LF","TOT","THND_PER","Q","1995-Q4",132613.7,
"USA","LF","TOT","THND_PER","Q","1996-Q1",132916,
"USA","LF","TOT","THND_PER","Q","1996-Q2",133591,
"USA","LF","TOT","THND_PER","Q","1996-Q3",134284.3,
"USA","LF","TOT","THND_PER","Q","1996-Q4",135013.7,
"USA","LF","TOT","THND_PER","Q","1997-Q1",135582.3,
"USA","LF","TOT","THND_PER","Q","1997-Q2",136115.3,
"USA","LF","TOT","THND_PER","Q","1997-Q3",136590,
"USA","LF","TOT","THND_PER","Q","1997-Q4",136916.3,
"USA","LF","TOT","THND_PER","Q","1998-Q1",137147.7,
"USA","LF","TOT","THND_PER","Q","1998-Q2",137325.7,
"USA","LF","TOT","THND_PER","Q","1998-Q3",137814.7,
"USA","LF","TOT","THND_PER","Q","1998-Q4",138431.3,
"USA","LF","TOT","THND_PER","Q","1999-Q1",138900,
"USA","LF","TOT","THND_PER","Q","1999-Q2",139131.7,
"USA","LF","TOT","THND_PER","Q","1999-Q3",139497,
"USA","LF","TOT","THND_PER","Q","1999-Q4",139991,
"USA","LF","TOT","THND_PER","Q","2000-Q1",142385.7,
"USA","LF","TOT","THND_PER","Q","2000-Q2",142576.7,
"USA","LF","TOT","THND_PER","Q","2000-Q3",142436.7,
"USA","LF","TOT","THND_PER","Q","2000-Q4",142944,
"USA","LF","TOT","THND_PER","Q","2001-Q1",143808.3,
"USA","LF","TOT","THND_PER","Q","2001-Q2",143414.7,
"USA","LF","TOT","THND_PER","Q","2001-Q3",143642.3,
"USA","LF","TOT","THND_PER","Q","2001-Q4",144210.3,
"USA","LF","TOT","THND_PER","Q","2002-Q1",144339,
"USA","LF","TOT","THND_PER","Q","2002-Q2",144823.7,
"USA","LF","TOT","THND_PER","Q","2002-Q3",145121.3,
"USA","LF","TOT","THND_PER","Q","2002-Q4",145140.3,
"USA","LF","TOT","THND_PER","Q","2003-Q1",146019.7,
"USA","LF","TOT","THND_PER","Q","2003-Q2",146676.7,
"USA","LF","TOT","THND_PER","Q","2003-Q3",146486.7,
"USA","LF","TOT","THND_PER","Q","2003-Q4",146815,
"USA","LF","TOT","THND_PER","Q","2004-Q1",146831.7,
"USA","LF","TOT","THND_PER","Q","2004-Q2",147125,
"USA","LF","TOT","THND_PER","Q","2004-Q3",147557,
"USA","LF","TOT","THND_PER","Q","2004-Q4",148004.7,
"USA","LF","TOT","THND_PER","Q","2005-Q1",148261.3,
"USA","LF","TOT","THND_PER","Q","2005-Q2",149141.7,
"USA","LF","TOT","THND_PER","Q","2005-Q3",149721.7,
"USA","LF","TOT","THND_PER","Q","2005-Q4",150032,
"USA","LF","TOT","THND_PER","Q","2006-Q1",150556,
"USA","LF","TOT","THND_PER","Q","2006-Q2",151101.3,
"USA","LF","TOT","THND_PER","Q","2006-Q3",151585,
"USA","LF","TOT","THND_PER","Q","2006-Q4",152393,
"USA","LF","TOT","THND_PER","Q","2007-Q1",153059.3,
"USA","LF","TOT","THND_PER","Q","2007-Q2",152715.3,
"USA","LF","TOT","THND_PER","Q","2007-Q3",153072.3,
"USA","LF","TOT","THND_PER","Q","2007-Q4",153645.3,
"USA","LF","TOT","THND_PER","Q","2008-Q1",153874.7,
"USA","LF","TOT","THND_PER","Q","2008-Q2",154128.3,
"USA","LF","TOT","THND_PER","Q","2008-Q3",154560,
"USA","LF","TOT","THND_PER","Q","2008-Q4",154723.3,
"USA","LF","TOT","THND_PER","Q","2009-Q1",154293.7,
"USA","LF","TOT","THND_PER","Q","2009-Q2",154657.3,
"USA","LF","TOT","THND_PER","Q","2009-Q3",154212,
"USA","LF","TOT","THND_PER","Q","2009-Q4",153591,
"USA","LF","TOT","THND_PER","Q","2010-Q1",153710.7,
"USA","LF","TOT","THND_PER","Q","2010-Q2",154109.7,
"USA","LF","TOT","THND_PER","Q","2010-Q3",153917.3,
"USA","LF","TOT","THND_PER","Q","2010-Q4",153803.3,
"USA","LF","TOT","THND_PER","Q","2011-Q1",153284.3,
"USA","LF","TOT","THND_PER","Q","2011-Q2",153456,
"USA","LF","TOT","THND_PER","Q","2011-Q3",153726.3,
"USA","LF","TOT","THND_PER","Q","2011-Q4",154028,
"USA","LF","TOT","THND_PER","Q","2012-Q1",154600.3,
"USA","LF","TOT","THND_PER","Q","2012-Q2",154831.3,
"USA","LF","TOT","THND_PER","Q","2012-Q3",154957,
"USA","LF","TOT","THND_PER","Q","2012-Q4",155506.7,
"USA","LF","TOT","THND_PER","Q","2013-Q1",155360,
"USA","LF","TOT","THND_PER","Q","2013-Q2",155559.7,
"USA","LF","TOT","THND_PER","Q","2013-Q3",155630.3,
"USA","LF","TOT","THND_PER","Q","2013-Q4",155040,
"USA","LF","TOT","THND_PER","Q","2014-Q1",155621,
"USA","LF","TOT","THND_PER","Q","2014-Q2",155586.7,
"USA","LF","TOT","THND_PER","Q","2014-Q3",156059,
"USA","LF","TOT","THND_PER","Q","2014-Q4",156414.3,
"USA","LF","TOT","THND_PER","Q","2015-Q1",156772.3,
"USA","LF","TOT","THND_PER","Q","2015-Q2",157257.7,
"USA","LF","TOT","THND_PER","Q","2015-Q3",156967.3,
"USA","LF","TOT","THND_PER","Q","2015-Q4",157555,
"USA","LF","TOT","THND_PER","Q","2016-Q1",158699.7,
"USA","LF","TOT","THND_PER","Q","2016-Q2",158964,
"USA","LF","TOT","THND_PER","Q","2016-Q3",159490,
"USA","LF","TOT","THND_PER","Q","2016-Q4",159596.3,
"USA","LF","TOT","THND_PER","Q","2017-Q1",159858,
"USA","LF","TOT","THND_PER","Q","2017-Q2",160241,
"USA","LF","TOT","THND_PER","Q","2017-Q3",160738,
"USA","LF","TOT","THND_PER","Q","2017-Q4",160434,
"USA","LF","TOT","THND_PER","Q","2018-Q1",161507,
"USA","LF","TOT","THND_PER","Q","2018-Q2",162003.7,
"USA","LF","TOT","THND_PER","Q","2018-Q3",162012,
"USA","LF","TOT","THND_PER","Q","2018-Q4",162769.3,
"USA","LF","TOT","THND_PER","Q","2019-Q1",163036.3,
"USA","LF","TOT","THND_PER","Q","2019-Q2",162877,
"USA","LF","TOT","THND_PER","Q","2019-Q3",163801.7,
"USA","LF","TOT","THND_PER","Q","2019-Q4",164434.7,
"USA","LF","TOT","THND_PER","Q","2020-Q1",163874.7,
"USA","LF","TOT","THND_PER","Q","2020-Q2",158158.3,
"USA","LF","TOT","THND_PER","Q","2020-Q3",160327,
"USA","LF","TOT","THND_PER","Q","2020-Q4",160607,
"USA","LF","TOT","THND_PER","Q","2021-Q1",160310,
"USA","LF","TOT","THND_PER","Q","2021-Q2",161003,
"USA","LF","TOT","THND_PER","Q","2021-Q3",161412.7,
"BEL","LF","WOMEN","THND_PER","Q","1999-Q1",1888.224,
"BEL","LF","WOMEN","THND_PER","Q","1999-Q2",1888.617,
"BEL","LF","WOMEN","THND_PER","Q","1999-Q3",1886.593,
"BEL","LF","WOMEN","THND_PER","Q","1999-Q4",1861.966,
"BEL","LF","WOMEN","THND_PER","Q","2000-Q1",1859.363,
"BEL","LF","WOMEN","THND_PER","Q","2000-Q2",1913.188,
"BEL","LF","WOMEN","THND_PER","Q","2000-Q3",1908.059,
"BEL","LF","WOMEN","THND_PER","Q","2000-Q4",1875.49,
"BEL","LF","WOMEN","THND_PER","Q","2001-Q1",1853.841,
"BEL","LF","WOMEN","THND_PER","Q","2001-Q2",1838.46,
"BEL","LF","WOMEN","THND_PER","Q","2001-Q3",1838.59,
"BEL","LF","WOMEN","THND_PER","Q","2001-Q4",1860.009,
"BEL","LF","WOMEN","THND_PER","Q","2002-Q1",1880.01,
"BEL","LF","WOMEN","THND_PER","Q","2002-Q2",1880.438,
"BEL","LF","WOMEN","THND_PER","Q","2002-Q3",1913.266,
"BEL","LF","WOMEN","THND_PER","Q","2002-Q4",1903.086,
"BEL","LF","WOMEN","THND_PER","Q","2003-Q1",1918.992,
"BEL","LF","WOMEN","THND_PER","Q","2003-Q2",1907.24,
"BEL","LF","WOMEN","THND_PER","Q","2003-Q3",1913.3,
"BEL","LF","WOMEN","THND_PER","Q","2003-Q4",1955.968,
"BEL","LF","WOMEN","THND_PER","Q","2004-Q1",1966.432,
"BEL","LF","WOMEN","THND_PER","Q","2004-Q2",1975.455,
"BEL","LF","WOMEN","THND_PER","Q","2004-Q3",1959.511,
"BEL","LF","WOMEN","THND_PER","Q","2004-Q4",1990.602,
"BEL","LF","WOMEN","THND_PER","Q","2005-Q1",2038.21,
"BEL","LF","WOMEN","THND_PER","Q","2005-Q2",2055.246,
"BEL","LF","WOMEN","THND_PER","Q","2005-Q3",2032.923,
"BEL","LF","WOMEN","THND_PER","Q","2005-Q4",2044.621,
"BEL","LF","WOMEN","THND_PER","Q","2006-Q1",2041.877,
"BEL","LF","WOMEN","THND_PER","Q","2006-Q2",2059.132,
"BEL","LF","WOMEN","THND_PER","Q","2006-Q3",2073.592,
"BEL","LF","WOMEN","THND_PER","Q","2006-Q4",2083.399,
"BEL","LF","WOMEN","THND_PER","Q","2007-Q1",2096.509,
"BEL","LF","WOMEN","THND_PER","Q","2007-Q2",2119.986,
"BEL","LF","WOMEN","THND_PER","Q","2007-Q3",2096.067,
"BEL","LF","WOMEN","THND_PER","Q","2007-Q4",2148.039,
"BEL","LF","WOMEN","THND_PER","Q","2008-Q1",2155.281,
"BEL","LF","WOMEN","THND_PER","Q","2008-Q2",2124.53,
"BEL","LF","WOMEN","THND_PER","Q","2008-Q3",2173.881,
"BEL","LF","WOMEN","THND_PER","Q","2008-Q4",2139.908,
"BEL","LF","WOMEN","THND_PER","Q","2009-Q1",2168.836,
"BEL","LF","WOMEN","THND_PER","Q","2009-Q2",2164.062,
"BEL","LF","WOMEN","THND_PER","Q","2009-Q3",2163.481,
"BEL","LF","WOMEN","THND_PER","Q","2009-Q4",2171.621,
"BEL","LF","WOMEN","THND_PER","Q","2010-Q1",2239.568,
"BEL","LF","WOMEN","THND_PER","Q","2010-Q2",2184.993,
"BEL","LF","WOMEN","THND_PER","Q","2010-Q3",2211.131,
"BEL","LF","WOMEN","THND_PER","Q","2010-Q4",2244.308,
"BEL","LF","WOMEN","THND_PER","Q","2011-Q1",2174.922,
"BEL","LF","WOMEN","THND_PER","Q","2011-Q2",2228.204,
"BEL","LF","WOMEN","THND_PER","Q","2011-Q3",2215.822,
"BEL","LF","WOMEN","THND_PER","Q","2011-Q4",2203.952,
"BEL","LF","WOMEN","THND_PER","Q","2012-Q1",2198.27,
"BEL","LF","WOMEN","THND_PER","Q","2012-Q2",2212.027,
"BEL","LF","WOMEN","THND_PER","Q","2012-Q3",2232.241,
"BEL","LF","WOMEN","THND_PER","Q","2012-Q4",2247.463,
"BEL","LF","WOMEN","THND_PER","Q","2013-Q1",2244.977,
"BEL","LF","WOMEN","THND_PER","Q","2013-Q2",2259.3,
"BEL","LF","WOMEN","THND_PER","Q","2013-Q3",2299.985,
"BEL","LF","WOMEN","THND_PER","Q","2013-Q4",2255.038,
"BEL","LF","WOMEN","THND_PER","Q","2014-Q1",2267.205,
"BEL","LF","WOMEN","THND_PER","Q","2014-Q2",2297.139,
"BEL","LF","WOMEN","THND_PER","Q","2014-Q3",2300.778,
"BEL","LF","WOMEN","THND_PER","Q","2014-Q4",2295.277,
"BEL","LF","WOMEN","THND_PER","Q","2015-Q1",2314.635,
"BEL","LF","WOMEN","THND_PER","Q","2015-Q2",2279.849,
"BEL","LF","WOMEN","THND_PER","Q","2015-Q3",2281.727,
"BEL","LF","WOMEN","THND_PER","Q","2015-Q4",2309.989,
"BEL","LF","WOMEN","THND_PER","Q","2016-Q1",2289.934,
"BEL","LF","WOMEN","THND_PER","Q","2016-Q2",2286.833,
"BEL","LF","WOMEN","THND_PER","Q","2016-Q3",2271.865,
"BEL","LF","WOMEN","THND_PER","Q","2016-Q4",2329.467,
"BEL","LF","WOMEN","THND_PER","Q","2017-Q1",2291.895,
"BEL","LF","WOMEN","THND_PER","Q","2017-Q2",2308.457,
"BEL","LF","WOMEN","THND_PER","Q","2017-Q3",2301.18,
"BEL","LF","WOMEN","THND_PER","Q","2017-Q4",2316.968,
"BEL","LF","WOMEN","THND_PER","Q","2018-Q1",2340.33,
"BEL","LF","WOMEN","THND_PER","Q","2018-Q2",2331.878,
"BEL","LF","WOMEN","THND_PER","Q","2018-Q3",2377.251,
"BEL","LF","WOMEN","THND_PER","Q","2018-Q4",2370.441,
"BEL","LF","WOMEN","THND_PER","Q","2019-Q1",2361.5,
"BEL","LF","WOMEN","THND_PER","Q","2019-Q2",2406.985,
"BEL","LF","WOMEN","THND_PER","Q","2019-Q3",2390.503,
"BEL","LF","WOMEN","THND_PER","Q","2019-Q4",2371.813,
"BEL","LF","WOMEN","THND_PER","Q","2020-Q1",2374.468,
"BEL","LF","WOMEN","THND_PER","Q","2020-Q2",2351.669,
"BEL","LF","WOMEN","THND_PER","Q","2020-Q3",2401.26,
"BEL","LF","WOMEN","THND_PER","Q","2020-Q4",2366.402,"B"
"BEL","LF","WOMEN","THND_PER","Q","2021-Q1",2352.493,
"BEL","LF","WOMEN","THND_PER","Q","2021-Q2",2423.352,
"ITA","LF","MEN","THND_PER","Q","1998-Q1",14360.61,
"ITA","LF","MEN","THND_PER","Q","1998-Q2",14414.03,
"ITA","LF","MEN","THND_PER","Q","1998-Q3",14415.17,
"ITA","LF","MEN","THND_PER","Q","1998-Q4",14422.4,
"ITA","LF","MEN","THND_PER","Q","1999-Q1",14413.86,
"ITA","LF","MEN","THND_PER","Q","1999-Q2",14409.64,
"ITA","LF","MEN","THND_PER","Q","1999-Q3",14441.19,
"ITA","LF","MEN","THND_PER","Q","1999-Q4",14431.7,
"ITA","LF","MEN","THND_PER","Q","2000-Q1",14464.81,
"ITA","LF","MEN","THND_PER","Q","2000-Q2",14478.5,
"ITA","LF","MEN","THND_PER","Q","2000-Q3",14508.65,
"ITA","LF","MEN","THND_PER","Q","2000-Q4",14527.75,
"ITA","LF","MEN","THND_PER","Q","2001-Q1",14518.38,
"ITA","LF","MEN","THND_PER","Q","2001-Q2",14482.97,
"ITA","LF","MEN","THND_PER","Q","2001-Q3",14547.25,
"ITA","LF","MEN","THND_PER","Q","2001-Q4",14530.5,
"ITA","LF","MEN","THND_PER","Q","2002-Q1",14566.21,
"ITA","LF","MEN","THND_PER","Q","2002-Q2",14608.38,
"ITA","LF","MEN","THND_PER","Q","2002-Q3",14636.19,
"ITA","LF","MEN","THND_PER","Q","2002-Q4",14624.32,
"ITA","LF","MEN","THND_PER","Q","2003-Q1",14683,
